no,항목분류,질환명(한글),질환명(영문),관련질환명,증상,원인,진단,치료
355,"선천 기형,변형 및 염색체 이상(Q00-Q99)",마이어-로키탄스키-쿠스터-하우저 증후군,Mayer-Rokitansky-Kuster-Hauser syndrome,"MRKH syndrome,Rokitansky syndrome,",무월경 ,"선천적으로 자궁, 질 상부 2/3가 결핍  ","임상증상, 염색체검사, 초음파, MRI 검사 ",
356,신경계통의 질환(G00-G99),마카도 조셉 병,Machado-Joseph disease,"CAG repetition disease,Spinocerebellar ataxia type 1,2,6,7,Spinobulbar muscular atrophy(Kennedy syndrome),Huntingtons disease,Dentatorubral pallidoluysian atrophy(DRPLA),","강직, 구음장애, 근력약화, 보행장애, 운동실조",유전자 결함으로 인한 변형 단백질의 생성과 핵내 침착으로 인한 신경세포의 기능장애 및 세포사멸 ,임상 증상에 대한 병력 청취와 가족력,"완치법은 없음 ,  대증요법(약물요법 및 재활치료)"
357,"선천 기형,변형 및 염색체 이상(Q00-Q99)",마푸치 증후군,Maffucci’s syndrome,"Ollier disease,Osteochonromatosis,Dyschondroplasia,","내연골종증, 피부의 혈관종",잘 알려져 있지 않으며 대개 산발적으로 발생,"조직검사 ,  방사선학적 검사",혈관종 절제 및 골격계 변형 교정술
358,"선천 기형,변형 및 염색체 이상(Q00-Q99)",만도증후군,Scimitar syndrome,"시미타 증후군(Scimitar syndrome),Congenital pulmonary venolobar syndrome,Epibronchial right pulmonary artery syndrome,Halasz syndrome,Hypogenetic lung syndrome,","발병시기가 유아기와 소아/성인기에 나타날 수 있다. 유아기에 발병하는 경우 심장부전, 폐고혈압, 높은 유병률을 특징으로 하며, 소아/성인기에 발병하는 경우 유아기발병보다는 증상이 덜 심하며, 진단당시 무증상인 경우도 있다.",우폐정맥이 하대정맥으로 유입되는 선천성 심장기형 질환   ,"환자의 임상양상과 경흉부, 경식도 심초음파, 혈관조영술, 컴퓨터 단층촬영, 자기공명혈관조영술등을 통해 진단된다.  ","대증적 치료, 수술적 치료"
359,"선천 기형,변형 및 염색체 이상(Q00-Q99)",만발성 척추골단형성이상,Spondyloepiphyseal dysplasia tarda,"만기발현형 척수뼈끝 형성이상(Delayed spondyloepiphyseal dysplasia ), X-linked spondyloepiphyseal dysplasia , spondyloepiphyseal dysplasia late (SEDL),","등과 고관절 통증, 체간단축형 저신장","성염색체열성유전 ,  SEDT 유전자 돌연변이","방사선학적 검사 ,  유전자 검사","정형외과적 보완, 유전상담"
360,혈액 및 조혈기관의 질환과 면역기전을 침범하는 특정장애(D50-D89),만성 (소아기) 육아종성 질환,Chronic (childhood) granulomatous disease,"Chronic Granulomatous Disease의 약어, 만성 육아종 병(CGD),만성 포식작용이상(Chronic Dysphagocytosis),선천 포식작용이상(Congenital Dysphagocytosis),가족성 만성 육아종병(Granulomatosis, Chronic, Familial),진행성 감염성 육아종병(Granulomatosis, Septic, Progressive),","반복적인 감염으로 인해 림프의 염증ㆍ간과 비장 비대ㆍ폐렴, 심하면 뼈의 감염ㆍ뇌농양 생김, 피부와 폐ㆍ뼈","X-연관(X-linked) 형질로 유전,  상염색체 열성 형질로도 유전","혈액검사, NBT 환원 자극 검사",항생제
361,소화기계통의 질환(K00-K93),만성 거짓 장폐색,Chronic intestinal pseudoobstruction,",","구역, 구토, 배변 습관의 변화 등, 복부 팽만, 복통, 체중 감소",위장관의 평활근 또는 신경의 기능 이상,"임상증상, 혈액검사, 단순복부촬영, 바륨조영술, 고위관장법(enteroclysis), 압력계검사(manometry), 직장점막 조직검사 등","약물치료, 대증치료, 식이요법, 수술적 치료"
362,신경계통의 질환(G00-G99),만성 염증성 탈수초성 다발신경병증,Chronic inflammatory demyelinating polyneuropathy,"급성염증수초탈락여러신경병증(acute inflammatory demyelinating polyneuropathy; AIDP), Guillian-Barre 증후군( Guillain-Barre syndrome; GBS),","건반사 감소 및 소실, 점차적인 사지의 운동 및 감각이상",정확히 알려지지 않았지만 면역 매개성으로 여겨지고 있으며 자가활성된 T세포에 의해 결과적으로 탈수초화 및 축삭손상을 일으킨다고 알려져 있다.,"임상증상,  전기생리학적검사,  뇌척수액 검사,  조직 생검","면역글로불린 정맥주사,  스테로이드치료,  혈장교환 등"
363,신경계통의 질환(G00-G99),만성 영아 신경 피부 관절 증후군,Chronic infantile neurologic cutaneous and articular syndrome syndrome (CINCA syndrome),"Chronic infantile neurological cutaneous articular syndrome,IOMID syndrome,Infantile Onset Multisystem Inflammatory Disease,NOMID syndrome,Neonatal Onset Multisystem Inflammatory Disease,Prieur-Griscelli syndrome,","피부발진, 관절증상, 만성 뇌수막염, 시각/청각 장애, 발열 등","정확한 원인은 알려져 있지 않음, NLRP3(CIAS1) 유전자 돌연변이","임상증상, 유전자검사(CIAS1)","corticosteroid, 인터루킨-1 베타 수용체에 대한 길항제(Anakinra)"
364,"손상,중독 및 외인에 의한 특정 기타 결과(S00-T98)",만성 이식 편대 숙주 반응,Chronic graft versus host disease(Chronic GVHD),",","피부 발진, 홍반, 색소변화, 탈모, 간기능 장애, 구토, 설사, 관절통","공여자(donor) T세포의 활성화, B세포 활성화, 자가항체 생성을 통한 조직 손상",조직검사,약제 치료
365,비뇨생식기계통의 질환(N00-N99),만성 콩팥병,Chronic kidney disease,"만성신부전,","피로, 무기력, 권태, 쇠약  소변량 감소, 대사성 산증, 구역 구토",고혈압에 의한 신경화증과 당뇨병성 신증,"혈액검사, 소변검사 초음파 검사","보존적 치료, 필요시 투석이나 신장이식"
366,"내분비,영양 및 대사 질환(E00-E90)",말단비대증 및 뇌하수체거인증,Acromegaly and pituitary gigantism,"말단거대증 또는 말단비대증(Acromegaly), 마리증후군(Marie Disease),","얼굴모양이 점점 바뀜, 손과 발이 커짐, 골관절염, 손목굴 증후군, 심부전,          고혈압, 당뇨병 ",성장 호르몬을 분비하는 뇌하수체 세포내에서 양성 종양이 성장하여 생김,"혈액검사(포도당 내성 검사, 당부하검사),  자기공명영상(MRI),  전산화단층촬영술(CT)","약물요법,  수술요법,  방사선요법"
367,"선천 기형,변형 및 염색체 이상(Q00-Q99)",말단왜소 형성이상,Acromicric dysplasia,"말단왜소 골격 이형성증(형성이상)(Acromicric Skeletal Dysplasia ),","손과 발이 매우 짧다. 손목굴증후군(수근관 증후군;Carpal tunnel syndrome), 왜소증 (Dwarfism), 눈꺼풀 사이인 눈꺼풀틈새 (안검렬: Palpebral fissures)가 좁다.   ","상염색체 우성 형질로 유전되는 것으로 추정, 그러나 정확한 원인은 밝혀져 있지 않다","X-선, 연골세포(cartilage cell)를 생검(Biopsy)","증상에 따라 진행 소아과 전문의, 정형외과 전문의, 물리치료사, 그 외의 의학 관련 전문가들로 구성된 팀의 협조적 노력이 필요하다., 대증요법, 지지요법, 유전상담"
368,"내분비,영양 및 대사 질환(E00-E90)",말론산혈증,Malonic aciduria,"I형 3-메틸글루타콘산혈증,","졸음증, 근긴장도의 저하",상염색체 열성 유전,"소변의 유기산 분석, 효소분석, 유전자 검사",저지방，고탄수화물 식이 요법
369,"선천 기형,변형 및 염색체 이상(Q00-Q99)",말린 자두배 증후군,Prune belly syndrome,"말린 자두 증후군 또는 말린 자두배 증후군(Prune Belly Syndrome/Eagle-Barrett syndrome),복근결손 증후군(Abdominal Muscle Deficiency Syndrome),선천성 복근 결손(Congenital Absence of the Abdominal Muscles),","가슴 부분의 기형, 방광의 확장, 물콩팥증(수신증), 잠복 고환 ","정확한 원인은 아직 밝혀지지 않았고 몇 가지 가설이 존재, Heterozygous whole gene deletion of the HNF-1β gene(HNF-1β의 이형접합체의 전체 유전자 결핍) ","초음파 검사, X-선 검사, 정맥신우조영술(IVP: intravenous pyelogram)","방광루 조성술, 고환고정술, 배뇨근 확대술, 방광성형술"
370,신경계통의 질환(G00-G99),말초 다발신경병증,Peripheral polyneuropathy,"유전운동감각신경병증,먼쪽 유전운동신경병증,유전감각신경병증,","감각증상, 운동증상, 자율신경증상","대사성 질환, 영양소결핍, 감염, 자가면역질환, 종양, 유전 등","신경전도 검사, 유전자 검사, 조직 검사","원인에 대한 치료, 대증적 치료"
371,신생물(C00-D48),망막아세포종,Retinoblastoma,",","백색동공, 사시 ",RB1 돌연변이 ,"안저검사, 안구 초음파, MRI, CT ","안구적출, 레이저 치료 "
372,눈 및 눈 부속기의 질환(H00-H59),맥락막결손,Choroideremia,"Biettis crystalline corneoretinal dystrophy,Bietti tapetoretinal degeneration with marginal corneal dystrophy,choroidal sclerosis,choroideraemia,progressive choroidal atrophy,progressive tapetochoroidal dystrophy,tapetochoroidal dystrophy,","야맹증, 점진적인 시력 감소, 색 지각능력 (color perception) 저하",REP1 단백의 결실 (deletion),"망막전위도 검사 (Electroretinogram), 염색체 검사, REP-1 단백의 Immunoblot analysis, CHM 유전자 검사","대증치료, 백내장 수술 등"
373,"선천 기형,변형 및 염색체 이상(Q00-Q99)",머리카락-코-손가락 증후군,Tricho-Rhino-Phalangeal syndrome,"TRPS1, TRP Syndrome,Langer Giedion Syndrome, TRPS2,Sugio-Kajii Syndrome, TRPS3,","가늘고 숱이 없는 두피,  머리카락, 비정상적인 얼굴 형태, 손과 발의 이상, 다양하게 나타나는 골격 형성이상, 왜소증, 단지증, 정신 지체",상염색체의 우성 유전,"신체적 특징, 영상검사, 유전 검사","특정한 증상을 완화, 대증적 요법, 지지 요법, 정형외과적 치료"
374,소화기계통의 질환(K00-K93),메네트리에병,Menetrier’s disease,"거대 비후성 위염(Giant hypertrophic gastritis),저단백 비후성 위병증(Hypoproteinemic hypertrophic gastropathy),","상복부 동통, 불쾌감, 심한 체중감소, 식욕 부진, 구토, 오심, 설사 등 비특이적 위장관 증상, 전신 부종 등 저단백혈증에 의한 증상,  드물게는 장출혈에 의한 빈혈, 두드러기, 천식, 복수","확실히 밝혀진 바가 없으나 TGF-α의 분비 증가, 거대세포바이러스와의 연관성 등이 제시되고 있음.","상부 위장관 조영술, 전산화 단층촬영검사, 내시경 소견, 병리조직소견","보존적 치료(식이요법, 항콜린약제, 제산제 등), 수술요법 등"
375,"내분비,영양 및 대사 질환(E00-E90)",메발론산뇨증,Mevalonic Aciduria,"Mevalonate kinase deficiency,","저혈당증, 대사성 산증，유산증, 백내장",상염색체 열성,creatine kinase와 transaminase,corticosteroid
376,혈액 및 조혈기관의 질환과 면역기전을 침범하는 특정장애(D50-D89),메이-헤글린 이상,May-Hegglin anomaly,"메이-헤글린 이상증, 메이-헤글린 기형, MYH9 연관 거대혈소판감소증(MHAMYH9-related macrothrombocytopenia ), Dohle leukocyte inclusion with giant platelets , macrothrombocytopenia with leukocyte inclusions ,",잦은 코피 / 잇몸 출혈 / 피부의 멍 / 점상출혈,MYH9 유전자의 돌연변이,말초혈액도말검사/ 백혈구 DNA 검사,혈소판 수혈
377,신경계통의 질환(G00-G99),메이그 증후군,Meige syndrome,"안면 두경부 근긴장이상(Cranio-cervical dystonia),특발성 구강-안면 근긴장이상(idiopathic oro-facial dystonia),안검경련-구강하악 근긴장이상(blepharospasm-oromandibular dystonia),부분 안면두경부 근긴장 이상(segmental craniocervical dystonia),",근긴장이상,"정확한 원인은 미상, 뇌의 기저핵의 기능 이상으로 추정됨",신경학적 검사,"약물치료, 보톡스 주사 치료, 수술 치료"
378,"선천 기형,변형 및 염색체 이상(Q00-Q99)",메켈증후군,Meckel syndrome,"CC2D2A 유전자 관련 멕켈 증후군(CC2D2A-Related Meckel Syndrome),CEP290 유전자 관련 멕켈 증후군(CEP290-Related Meckel Syndrome),MKS1 유전자 관련 멕켈 증후군(MKS1-Related Meckel Syndrome),MKS2 유전자 관련 멕켈 증후군(MKS2-Related Meckel Syndrome),RPGRIP1L 유전자 관련 멕켈 증후군(RPGRIP1L-Related Meckel Syndrome),TMEM67 유전자 관련 멕켈 증후군(TMEM67-Related Meckel Syndrome),","간섬유화, 다낭신증, 뒤축 손발가락과다형성, 뒤통수뇌탈출증, 성기 기형, 양수과소증, 입술갈림증, 중추신경계 기형"," MKS1, MKS2, MKS3-6 유전자 돌연변이","뒤통수뇌탈출증, 다낭신종, 뒤축손발가락과다형성 중에서 최소한 2개 이상 관찰되며 정상 염색체핵형을 가지고 있으면 진단 ",수술적 교정
379,"내분비,영양 및 대사 질환(E00-E90)",메타이오닌혈증,Methioninaemia,"호모시스테인혈증,일과성 고메타이오닌 혈증,메타이오닌 아데노실 전이효소 결핍,","발육지연, 소화장애, 지능저하, 식욕저하",유전자 돌연변이에 의한 효소 결핍,"혈액검사, 요검사, 유전자 검사",식이치료
380,"내분비,영양 및 대사 질환(E00-E90)",메틸렌사수소 엽산 환원효소 결핍증,Methylenetetrahydrofolate reductase deficiency,"선천성 엽산 대사이상(Homocysteinuria),","진행성 뇌증, 경련, 소두증, 정맥 혈전 폐색증",상염색체 열성 유전,"혈중 호모시스테인 농도, 유전자 검사",비테인
381,"내분비,영양 및 대사 질환(E00-E90)",메틸말론산혈증,Methylmalonic acidaemia,"메탄말소닌산뇨증(Methylmalonic Acidemia),메틸 말론산 뇨증(Methylmalonic Aciduria),","경련, 고암모니아혈증, 대사산증, 무기력감, 발달지연, 성장장애, 잦은 구토, 저혈당",상염색체 열성  유전,"혈액검사,  소변검사,  산전 검사(융모막검사, 양수검사)","약물요법(카르니틴),  식이요법,  유전상담"
382,"내분비,영양 및 대사 질환(E00-E90)",멘케스(꼬인모발)( 강모)병),Menkes (kinky hair)(steely hair) disease,"꼬인 모발병(kinky hair syndrome),Steely hair Disease,구리대사이상 질환(Inborn error of copper metabolism),","경련, 모발 및 피부변화, 발달지연","X-연관열성유전, ATP7A 유전자 돌연변이 ","혈액의 구리농도측정, 세룰로플라스민 농도측정, ATP7A 유전자 검사 ","구리투여 ,  항경련제 투여 "
383,신경계통의 질환(G00-G99),멜라스 증후군,"MELAS (mitochodrial myophthy, encephalopathy, lactic acsidosis, and stroke-like episodes) ","사립체성 근육증, 뇌병증, 젖산산증, 그리고 뇌졸중양 사건(mitochodrial myophthy, encephalopathy, lactic acsidosis, and stroke-like episodes ),","구토, 근육장애, 두통, 발달장애, 학습장애, 발작, 안면근육장애, 오심, 저신장",사립체유전자 돌연변이 ,"뇌척수액의 단백질 증가 ,  뇌영상 ,  유전자분석 ","증상에 따른 대증적 치료 ,  유전상담 ,  재활치료 "
384,신경계통의 질환(G00-G99),멜케르손-로젠탈증후군,Melkersson-Rosenthal syndrome,"육아종 입술염(Cheilitis Granulomatosa), 멜커슨 로젠탈 증후군( MRS(Melkersson Rosenthal Syndrome)), 멜커슨 증후군( Melkersson Syndrome),","만성적으로 얼굴이 부음, 얼굴의 한쪽 또는 양쪽이 마비되는 증상이 재발되어 나타남, 혀의 표면이 갈라져 주름이 생김(주름혀)",상염색체 우성 형질로 유전된다는 보고가 있음 ,"안면 부종이나 마비 등의 증상,  다양한 정밀 진단검사,  전문의의 철저한 신체 검진과 과거력을 종합하여 진단","비스테로이드성 항염증제,  스테로이드제,  면역억제제,  항생제,  대증요법과 지지요법"
